,AAP,AMGN,BMY,CHD,CHTR,DG,DLTR,HSY,MCD,ORLY,PM,APTV,COST,DVA,LLY,MKC,NVR,RE,SBAC,SHW,SRE,VRSK,WBA,AAPL,ABC,ATO,AZO,BDX,CBOE,FB,HRL,LMT,MDLZ,NLSN,NOW,PBCT,XYL,CDW,DGX,DUK,ED,IQV,KR,LDOS,MO,NCLH,TGT,WRB,ZTS,ATVI,GOOGL,HD,HUM,INTC,MAA,TAP,CAG,COO,EXC,INFO,NEM,RSG,SYF,SYY,T,UPS,WM,ABBV,ABT,CCI,CFG,FANG,FTV,HLT,LW,NEE,NWS,TWTR,WMT,CME,KEYS,MRK,PG,RMD,ALLE,CMG,K,KMB,PEP,SO,WLTW,BIO,BR,CL,JNJ,KO,NFLX,NLOK
2017-03-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0773740566817401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05443100413077817,0.0,0.0,0.0,0.0674626202697954,0.0,0.0,0.0,0.0,0.0,0.015442311839490935,0.053563069441567975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07726277154163545,0.009747330612316085,0.06564044696543996,0.08537665870552714,0.03383859728031954,0.028070056381993187,0.03638131094941356,0.10432386749469341,0.2034827200041167,0.024022108880423016,0.06329461817337645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-03-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07703409995737309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054718943421883624,0.0,0.0,0.0,0.06770333017547078,0.0,0.0,0.0,0.0,0.0,0.015446098981091854,0.05337778359646766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07767698432390777,0.009779349787555689,0.06537924489217395,0.08541625519203062,0.032881667056815625,0.02811581342125513,0.03601198321531853,0.10456874033541896,0.20383484943568828,0.024131014044482927,0.06363655397106774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-03-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07679834103441442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05484140669186397,0.0,0.0,0.0,0.06748901333191976,0.0,0.0,0.0,0.0,0.0,0.015522124747354583,0.05348716003103704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07690717325713693,0.009747325486924517,0.0656345609920296,0.08537588473079386,0.032975245483268,0.028246990276253815,0.03611286975714672,0.1050840722862671,0.20390154731843343,0.02408016159081635,0.06350819182942624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-03-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07736305279306634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05456549193752217,0.0,0.0,0.0,0.06895041795956135,0.0,0.0,0.0,0.0,0.0,0.015523203743548462,0.053435346634279506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07610346134858333,0.009780481427687306,0.06491250506589083,0.08549005211094582,0.03289679956867709,0.028270554471319046,0.036237152585979496,0.10518125199248989,0.20343731140723637,0.02410912974560246,0.06345575505932545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-03-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07705511131562653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054770236462546126,0.0,0.0,0.0,0.06934969062451932,0.0,0.0,0.0,0.0,0.0,0.01559955662145262,0.0539873471825714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07639104605029254,0.009782674046117698,0.06484897728996881,0.08457015051620347,0.03252020230368038,0.028281778509749483,0.03628267638098117,0.10508251145420275,0.2037231830182589,0.02408380994805979,0.06338378055331671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-03-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07744274851150426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05420739955000498,0.0,0.0,0.0,0.06980976530605255,0.0,0.0,0.0,0.0,0.0,0.015636263582435014,0.05338910765809758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0766775090031809,0.00972323974195465,0.06489396261572924,0.08386820991609828,0.032708462972018855,0.02836428395243247,0.036277241852053305,0.10408112338199998,0.20477007249204696,0.024161104289457173,0.06370355664326362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-03-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07733162396188105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054191313914890495,0.0,0.0,0.0,0.06956843055009856,0.0,0.0,0.0,0.0,0.0,0.015743217722819548,0.05353011448856642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07677010557747163,0.00971536978553041,0.06474404872593861,0.08478798577321443,0.032739477727159516,0.02842164730005972,0.036243768025820945,0.10336948555652499,0.20456410728732274,0.024297199056943757,0.06369657846319524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-03-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07753005815215541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05453516699789311,0.0,0.0,0.0,0.06904408538426823,0.0,0.0,0.0,0.0,0.0,0.015770479555001264,0.05359331729819533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07747547771732997,0.009704687231975397,0.06444788847030747,0.08481723677698462,0.03224696576105658,0.02847542914796699,0.03627058855794726,0.10374276836729797,0.20398538576168793,0.024239885998100733,0.06383396641154639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-03-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07711386832153806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054453272932835334,0.0,0.0,0.0,0.06925371435915074,0.0,0.0,0.0,0.0,0.0,0.01568908223540901,0.05380388187916456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07703014656170926,0.009647421604522907,0.06481941650962658,0.08440172902683858,0.03353244134626131,0.028501326768920792,0.03571644781555455,0.10390327046696846,0.20393642988385302,0.024153571332709522,0.06376079933318009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-03-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07721324917263993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05516525212944481,0.0,0.0,0.0,0.06915265497379987,0.0,0.0,0.0,0.0,0.0,0.01565932459817342,0.054161934739819846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07729178561938653,0.009637102797656097,0.06453289220007305,0.0848331411967484,0.032389110926129394,0.02832890300414057,0.03588509455853518,0.10377082306019363,0.20400673107531364,0.024260801340614615,0.06342692012522981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-03-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0772371703821872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05488925938657996,0.0,0.0,0.0,0.0700252833054398,0.0,0.0,0.0,0.0,0.0,0.015670960845562455,0.05367780360665668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07709920401372135,0.009697082131944238,0.06451908860316234,0.08376861790139747,0.03238479047958886,0.028438369501824153,0.03513718319141462,0.1045143401997509,0.20460956182938164,0.02431409311769964,0.06373321057102242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-03-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07745885930796792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05466220288817168,0.0,0.0,0.0,0.06916564054090085,0.0,0.0,0.0,0.0,0.0,0.01565791981735757,0.05429967630935771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07646614633686104,0.009813835301979261,0.06413652332441905,0.0848242924353879,0.03330553158206435,0.028551695758184763,0.0344345977996259,0.10394333074226814,0.20499413689128593,0.024235864468661345,0.06376395741743675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-03-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07757678141913207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05350071214947679,0.0,0.0,0.0,0.06796116820466155,0.0,0.0,0.0,0.0,0.0,0.015631786732156424,0.053880157909520894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07708349560261657,0.00985493681452068,0.06541130457271793,0.08521371762283388,0.034069659836191916,0.02851179050878352,0.0335395707174379,0.10421576393900933,0.20514363110765851,0.024310274312119892,0.06380694027263065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-03-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07792997455249895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053625810131120714,0.0,0.0,0.0,0.06765071633263078,0.0,0.0,0.0,0.0,0.0,0.015509465356446256,0.0543884483984049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07653127988535843,0.010083869138140352,0.0660587649829602,0.08468180969265782,0.033894329078867934,0.028601803768563503,0.033615269289365104,0.1057308608166895,0.20313653743730178,0.02432323964362369,0.06394938657831882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-03-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07787691917225552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05370633312113134,0.0,0.0,0.0,0.06766491280239283,0.0,0.0,0.0,0.0,0.0,0.015548845534788063,0.0543712419369349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07636060628097092,0.010089247407608661,0.06550446029092007,0.08480739593233093,0.03370711916019845,0.02857520748436079,0.034004378564069515,0.10607672395334378,0.2033365200479303,0.024148323282240966,0.06393304615483629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07763395258776062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053260462665311654,0.0,0.0,0.0,0.06809277351625229,0.0,0.0,0.0,0.0,0.0,0.015428907300451012,0.05440073362971237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07655809382435809,0.010090402038719672,0.06577048361111737,0.08509111061508533,0.033553786458131694,0.028500319211742824,0.033869222451866625,0.10635796410513167,0.20340431912779078,0.0240019134131609,0.06369694813357428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-03-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07749462781042141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05289776234734894,0.0,0.0,0.0,0.06907174081227396,0.0,0.0,0.0,0.0,0.0,0.015580009361225888,0.05480688373436367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0763306352685875,0.010144146768143006,0.06560166626628232,0.08509036762901452,0.03416233106069917,0.028470446358591556,0.033463614072219525,0.10535491319108833,0.20353516471118466,0.02406532252503412,0.06364025260702408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-03-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0777948110295903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05256537718370123,0.0,0.0,0.0,0.06873429873267448,0.0,0.0,0.0,0.0,0.0,0.015543344418665238,0.05473113498532388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07607127548124554,0.010056193148269407,0.0649715163331621,0.08739726605409259,0.03308313902564865,0.02847734994150402,0.034235877649676255,0.10516255301260838,0.20288253413663587,0.024270010126220713,0.06373462059042014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-03-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0775965700070961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05262761939913509,0.0,0.0,0.0,0.06993598109695079,0.0,0.0,0.0,0.0,0.0,0.015349427176860648,0.054337283038666924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07673826884972082,0.010060524405561717,0.06538460195161894,0.08754842064492258,0.033242862247580565,0.028405444996509762,0.0343261629588357,0.10428035262572984,0.2021585360145155,0.024211042155932207,0.06350847115655112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07783630548810881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05283036698846593,0.0,0.0,0.0,0.0695246354034833,0.0,0.0,0.0,0.0,0.0,0.015438656760649538,0.053814103698863976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0759126482147022,0.009969007298269678,0.06476171196908805,0.08750424425718693,0.03287869761851172,0.028690597911073455,0.03487662301540172,0.10437368657551542,0.20302977448732154,0.024278291874621227,0.06399312442886343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07743691186378562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05310573358578206,0.0,0.0,0.0,0.07000900062179898,0.0,0.0,0.0,0.0,0.0,0.015408575062111315,0.05368468161014795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07598500320127764,0.010051665180599703,0.06523468031345786,0.08812962931706225,0.03289102599709223,0.028670664430981055,0.03472632257281275,0.10411722961594172,0.20190054990613282,0.02441088550499124,0.0639500712366602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07760270729615742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05316638749251198,0.0,0.0,0.0,0.06971756400923426,0.0,0.0,0.0,0.0,0.0,0.01523452239879011,0.053600306328426016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07616984634162288,0.010060517371735824,0.06508642532239853,0.08796419544455257,0.033892944789803016,0.028582315812121197,0.03425426229503899,0.10388239521272354,0.20243892565428617,0.02425899790703342,0.06379968871176252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0782734812247112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05333155239574835,0.0,0.0,0.0,0.06861407204360309,0.0,0.0,0.0,0.0,0.0,0.015322865124782752,0.05311601060451403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07583145791212302,0.010056754763411769,0.06558744621294517,0.08831909195357913,0.03415109325217857,0.02860671493607964,0.0341819088585833,0.10359461015980434,0.20277473312735733,0.024281667139050507,0.06366889536650105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0776668111252988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0528688003184127,0.0,0.0,0.0,0.06821433122278488,0.0,0.0,0.0,0.0,0.0,0.01521428100066068,0.053245279060890056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07632722623005611,0.009953325139950061,0.06557662943808433,0.08833185746263443,0.034341329857218335,0.028702077414541637,0.03377482428092371,0.10437410081473461,0.20231371619429164,0.024356625382857232,0.06445054954401347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07759098511374843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05349003305996039,0.0,0.0,0.0,0.06915328474281117,0.0,0.0,0.0,0.0,0.0,0.015133271417122722,0.05322971981050386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07645602294435519,0.009935290138154565,0.06593926719627022,0.08889587099324213,0.03419120018859376,0.0286662288292747,0.03373448959858842,0.10450550493950521,0.20018373409748835,0.024333533504327348,0.0642734121411272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07734338589449212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053525410331763085,0.0,0.0,0.0,0.06911267341121338,0.0,0.0,0.0,0.0,0.0,0.015030666741238168,0.053160971796438215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0765651214998474,0.009944989836396422,0.06547099947794949,0.08895856190463144,0.034371791492541465,0.028787107519931014,0.03370314141205335,0.10493269938941718,0.2003705463639884,0.023978548257173857,0.06445489348602758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07773367785228068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05327878329488413,0.0,0.0,0.0,0.06885537265658151,0.0,0.0,0.0,0.0,0.0,0.01514008316586172,0.053393922508200346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07676035610521062,0.00995270997342931,0.06521711824127399,0.08907284384478485,0.0346921886325123,0.028730245838774416,0.033427538344277155,0.10547937119353852,0.19944811322046654,0.024319072825655187,0.06420994579325254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07784335262836514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05308611598395736,0.0,0.0,0.0,0.06867102898981599,0.0,0.0,0.0,0.0,0.0,0.015138684719852632,0.053423009580558276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0765100778470088,0.009955561930383367,0.06571689746365127,0.08942048944240438,0.03515928732140031,0.028791358533857257,0.03355890961959229,0.10541839538641186,0.1987962022509292,0.0241288035419698,0.06409361210428983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
